set_num,name,year,theme_id,num_parts
2853300-1,Space Police Collection,2009,141,5
2853301-1,CITY Transport Collection,2009,63,5
2853508-1,LEGO Star Wars: The Visual Dictionary,2009,497,5
2853590-1,Stormtrooper,2009,169,5
6299-8,Advent Calendar 2009 Pirates (Day  7) - Pirate Female,2009,224,5
66330-1,City Super Pack 5 in 1 (7632 7746 7990 8401 5620),2009,52,5
7687-11,Advent Calendar 2009 City (Day 10) Letter Carrier,2009,220,5
7687-14,Advent Calendar 2009 City (Day 13) Chef and Cup,2009,220,5
7687-17,Advent Calendar 2009 City (Day 16) Street Cleaner,2009,220,5
7687-4,Advent Calendar 2009 City (Day  3) Sleigh,2009,220,5
7687-8,Advent Calendar 2009 City (Day  7) Police Officer with Loudhailer,2009,220,5
2853302-1,CITY Construction Collection,2009,56,4
5632-1,Animal Care,2009,645,4
6299-15,Advent Calendar 2009 Pirates (Day 14) - Mermaid,2009,224,4
6299-20,Advent Calendar 2009 Pirates (Day 19) - Pirate,2009,224,4
66318-1,Technic Super Pack 4 in 1 (8259 8290 8293 8294),2009,7,4
66325-1,City Super Pack 4 in 1 (7898 7997 7895 7896),2009,240,4
McDR2,McDonald's Racers Car 2 - Monster Rad (EU),2009,112,4
6299-11,Advent Calendar 2009 Pirates (Day 10) - Barrel with Tools,2009,224,3
6299-7,Advent Calendar 2009 Pirates (Day  6) - Crocodile,2009,224,3
66305-1,City Super Pack 3 in 1 (7235 7245 7743),2009,61,3
66306-1,City Super Pack 3 in 1 (7736 7737 7738),2009,55,3
66307-1,City Super Pack (7245 7732 8401),2009,52,3
66308-1,Star Wars Super Pack 3 in 1 (7667 7668 8017),2009,169,3
66319-1,Power Miners Super Pack 3 in 1 (8709 8958 8959),2009,439,3
66329-1,City Super Pack 3 in 1 (7236 7741 7942),2009,52,3
66331-1,City Super Pack 3 in 1 (7630 7633 7990),2009,56,3
comcon011-1,LEGO Star Wars Holo-Brick Archives San Diego Comic-Con 2009 Exclusive,2009,170,3
GMRacer5,General Mills Racer Car 5 - Orange on Orange on Light Gray - Slick Wheels #23,2009,501,3
K7741-1,City Police Collection,2009,61,3
K8107-1,Golden City Collection,2009,389,3
ldd3-1,LEGO Digital Designer Promo,2009,598,3
mln09-1,My Lego Network Promo LEGO World 2009,2009,301,3
4559288-1,Power Miners Promotional Polybag,2009,439,2
4559385-1,{Power Miners Promotional Polybag},2009,439,2
4559387-1,{Power Miners Promotional Polybag},2009,439,2
6299-14,Advent Calendar 2009 Pirates (Day 13) - Monkey,2009,224,2
6299-21,Advent Calendar 2009 Pirates (Day 20) - Barrel and Paddle,2009,224,2
6299-22,Advent Calendar 2009 Pirates (Day 21) - Sawfish,2009,224,2
852690-1,Designers' Tool Set,2009,501,2
McDR2US-1,LEGO Rally Fire (McDonald's Promo 2 US),2009,112,2
sw218promo-1,Darth Vader 10 Year Anniversary Promotional Fig polybag,2009,169,2
10287-1,Intelligent NXT Brick (Black),2009,259,1
4591726-1,Stormtrooper,2009,169,1
8869-1,Power Functions Control Switch,2009,438,1
8870-1,Power Functions Light,2009,438,1
8871-1,Power Functions Extension Wire 50cm,2009,438,1
8878-1,Rechargeable Battery Box,2009,438,1
8879-1,IR Speed Remote Control,2009,438,1
8887-1,Power Functions Transformer 10VDC,2009,438,1
9581-1,WeDo Robotics USB Hub,2009,521,1
9583-1,WeDo Robotics Motion Sensor,2009,521,1
9584-1,WeDo Robotics Tilt Sensor,2009,521,1
9749-1,NXT Temperature Sensor,2009,259,1
BauMit-1,BAU MIT!,2009,301,1
DKSS-1,Standing Small,2009,501,1
2851193-1,LEGO® Star Wars™ Darth Maul™ Watch,2009,501,0
5002887-1,The LEGO Book,2009,497,0
66283-1,Build and Play Value Pack,2009,505,0
66284-1,LEGO Build and Play Value Pack,2009,37,0
66320-1,Zoo Super Pack 3 in 1,2009,645,0
66321-1,Zoo Super Pack 4 in 1,2009,645,0
66326-1,City Super Pack 4 in 1 (7239 7245 8401 7638),2009,52,0
66328-1,City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236),2009,52,0
66332-1,Duplo Super Pack 3 in 1,2009,642,0
852227-1,Pirate Playing Cards,2009,501,0
852547-1,SpongeBob Spacesuit Magnet Set,2009,501,0
852548-1,CW R7-A7 Key Chain,2009,503,0
852549-1,CW Count Dooku Key Chain,2009,503,0
852550-1,CW Yoda Key Chain,2009,501,0
852708-1,LEGO Minifigure Cake Mould,2009,501,0
852713-1,SpongeBob Magnet Set,2009,501,0
9780756659844-1,DK Ultimate Sticker Collection-Minifigure,2009,497,0
MFCN-1,Chinese Minifig Collection Volume 1,2009,535,0
MS1060-1,Mindstorms NXT Touch Sensor Multiplexer,2009,259,0
NEO1048-1,EOPD Sensor for Mindstorms NXT (Electro Optical Sensor),2009,259,0
W991526-1,Homeschool Introduction to Simple and Motorized Mechanisms Pack,2009,529,0
2000409-1,Window Exploration Bag,2010,507,5200
10214-1,Tower Bridge,2010,276,4287
10212-1,Imperial Shuttle,2010,174,2502
10211-1,Grand Emporium,2010,155,2186
2000413-1,Connections Kit,2010,432,2045
10210-1,Imperial Flagship,2010,153,1656
5512-1,XXL Box,2010,22,1600
2000415-1,Identity and Landscape Kit,2010,432,1536
9696-1,FIRST LEGO League Challenge 2010 - Body Forward v46,2010,398,1515
9314-1,Rescue Service Set,2010,533,1493
4842-1,Hogwarts Castle [Fourth Edition],2010,246,1290
8053-1,Mobile Crane,2010,7,1288
9385-1,Sceneries Set,2010,22,1235
10213-1,Shuttle Adventure,2010,276,1203
9335-1,Space & Airport Set,2010,533,1182
8098-1,Clone Turbo Tank,2010,165,1141
8043-1,Motorized Excavator,2010,7,1124
9334-1,Animals,2010,507,1082
5893-1,Offroad Power,2010,672,1061
8078-1,Portal of Atlantis,2010,315,1009
10155-1,Maersk Line Container Ship 2010 Edition,2010,276,984
8864-1,Desert of Destruction,2010,123,964
9333-1,Vehicles,2010,533,934
7946-1,King's Castle,2010,196,932
9384-1,Bricks,2010,528,884
8404-1,City Public Transport,2010,63,863
7939-1,Cargo Train,2010,240,838
7573-1,Battle of Alamut,2010,271,821
9695-1,Mindstorms Education Resource Set,2010,259,816
9311-1,City Buildings Set,2010,533,815
8129-1,AT-AT Walker,2010,169,814
8214-1,Gallardo LP 560-4 Polizia,2010,115,800
3182-1,Airport,2010,53,704
5508-1,Deluxe Brick Box,2010,37,704
10216-1,Winter Village Bakery,2010,227,686
8052-1,Container Truck,2010,7,686
10215-1,Obi-Wan's Jedi Starfighter,2010,175,675
7938-1,Passenger Train,2010,240,668
7208-1,Fire Station,2010,58,663
5549-1,Building Fun,2010,37,651
4841-1,Hogwarts Express (3rd edition),2010,246,646
5985-1,Space Police Central,2010,141,631
8041-1,Race Truck,2010,12,607
8096-1,Emperor Palpatine's Shuttle,2010,168,591
7597-1,Western Train Chase,2010,275,585
4840-1,The Burrow,2010,246,572
8097-1,Slave I (Third Edition) [Initial Release],2010,169,562
21006-1,The White House,2010,252,560
8211-1,Brick Street Getaway,2010,120,552
5891-1,Apple Tree House,2010,672,539
5892-1,Sonic Boom,2010,672,539
8049-1,Tractor with Log Loader,2010,8,525
7572-1,Quest Against Time,2010,271,506
7594-1,Woody's Roundup!,2010,275,502
8863-1,Blizzard's Peak,2010,123,502
CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,2010,170,497
4586940-1,Basic Set Limited Edition,2010,37,480
8075-1,Neptune Carrier,2010,315,477
8077-1,Atlantis Exploration HQ,2010,315,474
8051-1,Motorbike,2010,13,473
8095-1,General Grievous' Starfighter,2010,165,453
5623-1,Basic Bricks Large,2010,48,450
4738-1,Hagrid's Hut (3rd edition),2010,246,442
8099-1,Midi-Scale Imperial Star Destroyer,2010,169,423
5868-1,Ferocious Creatures,2010,672,416
7599-1,Garbage Truck Getaway,2010,275,404
8088-1,ARC-170 Starfighter,2010,165,395
7160-1,Drop Ship,2010,402,393
5984-1,Lunar Limo,2010,141,390
7213-1,Off-Road Fire Truck & Fireboat,2010,58,387
8403-1,City House,2010,50,384
8191-1,Lavatraz,2010,439,381
7596-1,Trash Compactor Escape,2010,275,373
7947-1,Prison Tower Rescue,2010,196,365
7937-1,Train Station,2010,233,364
8080-1,Undersea Explorer,2010,315,361
8061-1,Gateway of the Squid,2010,315,354
8899-1,Gator Swamp,2010,123,352
lfv1-1,Le Fleuriste Collector Vase - Rapid Flore Pop Color,2010,301,352
lfv3-1,Le Fleuriste Collector Vase - Monceau Fleurs Blue Chic,2010,301,350
7848-1,Toys 'R' Us Truck,2010,63,343
7206-1,Fire Helicopter,2010,58,341
3862-1,Hogwarts,2010,502,332
5529-1,Basic Bricks,2010,37,326
5529-2,Basic Bricks Limited Edition,2010,37,326
5983-1,SP Undercover Cruiser,2010,141,317
8128-1,Cad Bane's Speeder,2010,165,317
8048-1,Buggy,2010,11,313
3181-1,Passenger Plane,2010,53,308
7207-1,Fire Boat,2010,58,306
8087-1,TIE Defender,2010,170,304
lfv2-1,Le Fleuriste Collector Vase - Happy,2010,301,297
3181-2,Passenger Plane - ANA Version,2010,53,296
8089-1,Hoth Wampa Cave,2010,169,296
8898-1,Wreckage Road,2010,123,288
3851-1,Atlantis Treasure,2010,502,280
5867-1,Super Speedster,2010,672,278
9386-1,Doors Windows & Roof Tiles,2010,528,278
3221-1,LEGO City Truck,2010,63,277
3222-1,Helicopter and Limousine,2010,53,267
8086-1,Droid Tri-Fighter,2010,165,267
8076-1,Deep Sea Striker,2010,315,260
7571-1,The Fight for the Dagger,2010,271,259
8190-1,Claw Catcher,2010,439,259
7593-1,Buzz's Star Command Spaceship,2010,275,257
7684-1,Pig Farm & Tractor,2010,57,256
8047-1,Compact Excavator,2010,7,252
8079-1,Shadow Snapper,2010,315,244
21007-1,Rockefeller Center,2010,252,240
2000414-1,Starter Kit,2010,507,239
LLCA52-1,Sand Castle - Ambassador Class 2010 (LLCA Ambassador Pass Exclusive),2010,425,229
7598-1,Pizza Planet Truck Rescue,2010,275,225
3180-1,Tank Truck,2010,50,221
3849-1,Orient Bazaar,2010,502,216
7592-1,Construct-a-Buzz,2010,275,210
5511-1,XXL Box,2010,504,200
8060-1,Typhoon Turbo Sub,2010,315,197
7948-1,Outpost Attack,2010,196,193
8897-1,Jagged Jaws Reef,2010,123,190
5982-1,Smash 'n' Grab,2010,141,187
3850-1,Meteor Strike,2010,502,185
8189-1,Magma Mech,2010,439,183
8085-1,Freeco Speeder,2010,165,176
8091-1,Republic Swamp Speeder,2010,165,175
8093-1,Plo Koon's Jedi Starfighter,2010,168,174
7570-1,The Ostrich Race,2010,271,169
7952-1,Advent Calendar 2010 Kingdoms,2010,211,167
7158-1,Furno Bike,2010,402,165
8092-1,Luke's Landspeeder,2010,169,163
0756668530-1,LEGO Atlantis Brickmaster,2010,497,157
7145-1,Von Nebula,2010,403,156
4737-1,Quidditch Match,2010,246,153
8046-1,Helicopter,2010,6,152
9217-1,Farm Set,2010,516,151
5866-1,Rotor Rescue,2010,672,149
Wiesbaden-1,"LEGO Store Grand Opening Exclusive Set, Wiesbaden, Germany",2010,408,146
8198-1,Ramp Crash,2010,120,145
7162-1,Rotor,2010,403,144
8058-1,Guardian of the Deep,2010,315,144
Houston-2,"LEGO Store Grand Opening Exclusive Set, The Galleria, Houston, TX",2010,408,143
7936-1,Level Crossing,2010,233,142
8197-1,Highway Chaos,2010,120,142
Miami-1,"LEGO Store Grand Opening Exclusive Set, Aventura Mall, Miami, FL",2010,408,142
8196-1,Chopper Jump,2010,120,141
Glendale-1,"LEGO Store Grand Opening Exclusive Set, Arrowhead Towne Center, Glendale AZ",2010,408,140
2010-1,Happy Holidays - The Christmas Game,2010,502,139
5898-1,Car Building Set,2010,37,139
8199-1,Security Smash,2010,120,135
3300000-1,"The Brick Apple (LEGO Store Grand Opening Set, Rockefeller Center, New York, NY)",2010,408,133
Newark-1,"LEGO Store Grand Opening Exclusive Set, Christiana Mall, Newark, DE",2010,408,133
Calgary-1,"LEGO Store Grand Opening Exclusive Set, Chinook Centre, Calgary, AB, Canada",2010,408,130
7789-1,Lotso's Dump Truck,2010,275,129
5899-1,House Building Set,2010,37,126
Nuremberg-1,"LEGO Store Grand Opening Exclusive Set, Nuremberg (NÃ¼rnberg), Germany",2010,408,126
Minneapolis-2,"LEGO Store Grand Re-opening Exclusive Set, Mall of America, Bloomington, MN",2010,408,125
9091-1,Playhouse Set,2010,516,123
3179-1,Repair Truck,2010,63,122
3848-1,Pirate Plank,2010,502,122
8059-1,Seabed Scavenger,2010,315,119
3845-1,Shave a Sheep,2010,502,118
7591-1,Construct-a-Zurg,2010,275,118
8045-1,Mini Telehandler,2010,7,118
7688-1,Sports Plane,2010,53,105
Troy-1,"LEGO Store Grand Opening Exclusive Set, Somerset Collection, Troy, MI",2010,408,103
5507-1,Deluxe Brick Box,2010,505,102
3178-1,Seaplane,2010,59,101
3847-1,Magma Monster,2010,502,95
Elmhurst-1,"LEGO Store Grand Opening Exclusive Set, Queens Center Mall, Elmhurst, NY",2010,408,95
7590-1,Woody and Buzz to the Rescue,2010,275,92
8785476-1,MUJI Sea Set,2010,301,91
8785483-1,MUJI Circus Set,2010,301,91
7595-1,Army Men on Patrol,2010,275,90
20015-1,Alligator,2010,22,89
7179-1,Dunkan Bulk and Vapor,2010,401,89
7968-1,Strong,2010,116,89
3846-1,UFO Attack,2010,502,88
GardenCity-1,"LEGO Store Grand Opening Exclusive Set, Roosevelt Field Mall, Garden City, NY",2010,408,88
40009-1,Holiday,2010,227,85
20018-1,AT-AT Walker - Mini,2010,163,83
Austin-1,"LEGO Store Grand Opening Exclusive Set, Barton Creek Square, Austin, TX",2010,408,82
40005-1,Bunny,2010,229,81
5548-1,Building Fun,2010,505,80
8083-1,Rebel Trooper Battle Pack,2010,169,79
8084-1,Snowtrooper Battle Pack,2010,169,74
4736-1,Freeing Dobby,2010,246,73
40010-1,Santa with Sleigh,2010,227,71
5506-1,Large Brick Box,2010,505,71
7971-1,Bad,2010,116,71
20016-1,Imperial Shuttle - Mini,2010,163,70
5649-1,Big Farm,2010,643,70
20014-1,4 x 4 Dynamo,2010,22,69
5981-1,Raid VPR,2010,141,68
7967-1,Fast,2010,116,68
8056-1,Monster Crab Clash,2010,315,68
7970-1,Hero,2010,116,67
8188-1,Fire Blaster,2010,439,67
40008-1,Snowman,2010,227,64
8057-1,Wreck Raider,2010,315,64
20013-1,Mini Neptune Carrier,2010,316,63
30051-1,X-wing Fighter - Mini,2010,163,61
7950-1,Knight's Showdown,2010,196,61
5622-1,Basic Bricks Large,2010,505,60
5865-1,Mini Dumper,2010,672,60
8683-18,Minifigure Series 1 (Box of 60),2010,536,60
8684-18,Minifigure Series 2 (Box of 60),2010,537,60
7569-1,Desert Attack,2010,271,57
55001-1,LEGO Universe Rocket,2010,560,56
8896-1,Snake Canyon,2010,123,56
9207-1,Community Vehicles Set,2010,516,56
30050-1,Republic Attack Shuttle - Mini,2010,160,54
20017-1,Dagger Trap,2010,271,52
40011-1,Thanksgiving Turkey,2010,231,52
5864-1,Mini Helicopter,2010,672,52
5653-1,Stone Quarry,2010,642,50
7949-1,Prison Carriage Rescue,2010,196,50
7148-1,Meltdown,2010,403,49
8193-1,Blue Bullet,2010,120,49
30021-1,Parrot,2010,23,48
8194-1,Nitro Muscle,2010,120,47
7157-1,Thunder,2010,403,46
30041-1,Piranha,2010,315,45
5509-1,Basic Bricks,2010,505,45
7147-1,Xplode,2010,403,45
30020-1,Jet,2010,23,43
3177-1,Small Car,2010,63,43
8192-1,Lime Racer,2010,120,43
MMMB026-1,Monthly Mini Model Build July 2010 - Watermelon,2010,409,43
30040-1,Octopus,2010,315,42
8195-1,Turbo Tow,2010,120,42
30033-1,Racing Truck,2010,120,40
5659-1,The Great Train Chase,2010,633,39
7156-1,Corroder,2010,403,39
5648-1,Horse Stables,2010,632,38
30042-1,Mini Sub,2010,315,37
30071-1,Army Jeep,2010,275,37
852922-1,Battle Pack Dragon Knights,2010,196,37
30061-1,Attack Wagon,2010,196,36
852921-1,Battle Pack Lion Knights,2010,196,36
30032-1,World Race Buggy,2010,123,35
30012-1,Mini Airplane,2010,53,34
30013-1,Police Quad,2010,61,34
30034-1,Racing Tow Truck,2010,120,34
5816-1,Mack's Road Trip,2010,506,34
4613985-1,Build a Bullseye Target Gift Card Promotional,2010,227,32
5815-1,Flo's Cafe,2010,506,32
30010-1,Fire Chief,2010,58,31
30062-1,Target Practice,2010,196,31
30035-1,Racing Car,2010,120,30
MMMB023-1,Monthly Mini Model Build April 2010 - Chick,2010,409,30
10213sup-1,Supplemental Pack for Shuttle Adventure Set 10213,2010,443,29
30030-1,Racing Car,2010,120,29
30070-1,Alien Space Ship,2010,275,29
5656-1,Pet Shop,2010,632,29
852786-1,Rose,2010,206,29
30031-1,World Race Powerboat,2010,123,27
30073-1,Buzz's Mini Ship,2010,275,27
5652-1,Road Construction,2010,642,27
40004-1,Heart 2010,2010,232,26
4595400-1,Rocket Kit,2010,124,26
40014-1,Halloween Bat,2010,230,25
2824-1,Advent Calendar 2010 City,2010,208,24
8072-1,Sea Jet,2010,315,24
2824-24,Advent Calendar 2010 City (Day 23) Christmas Tree,2010,220,23
5691-1,Space Crane,2010,633,23
852942-1,Prince of Persia Magnet Set,2010,501,23
7953-1,Court Jester,2010,196,22
8410-1,Swampfire,2010,270,22
2824-25,Advent Calendar 2010 City (Day 24) Santa Claus with Toy Train Engine,2010,220,21
5655-1,Caravan,2010,632,21
7135-1,Takanuva,2010,345,21
7136-1,Skrall,2010,345,21
7567-1,Traveler,2010,63,21
8409-1,Spidermonkey,2010,270,21
8411-1,ChromaStone,2010,270,21
852777-1,Magnet Set,2010,501,21
8519-1,Big Chill,2010,270,20
852769-1,Vintage Minifigure Collection Vol. 5,2010,535,20
852948-1,Female Minifigure Magnet Set,2010,501,20
853037-1,Star Wars Magnet Set,2010,501,20
7116-1,Tahu,2010,345,19
7117-1,Gresh,2010,345,19
7165-1,Natalie Breez,2010,401,19
7167-1,William Furno,2010,401,19
7169-1,Mark Surge,2010,401,19
7955-1,Wizard,2010,196,19
852845-1,Star Wars Magnet Set,2010,501,19
40012-1,Halloween Pumpkin,2010,230,18
40013-1,Halloween Ghost,2010,230,18
5657-1,Jessie's Round-Up,2010,633,18
7138-1,Rahkshi,2010,345,18
852949-1,Toy Story Magnet Set,2010,501,18
2824-21,Advent Calendar 2010 City (Day 20) Toy Bulldozer,2010,220,17
7164-1,Preston Stormer,2010,401,17
7168-1,Dunkan Bulk,2010,401,17
7170-2,Jimi Stringer,2010,401,17
30011-1,Police Dinghy,2010,61,16
5814-1,Mater's Yard,2010,506,16
7566-1,Farmer,2010,57,16
8518-1,Jet Ray,2010,270,16
852844-1,Star Wars Magnet Set,2010,501,16
8683-17,Collectable Minifigures - LEGO Minifigures Series 1 - Complete,2010,536,16
8684-17,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,16
2824-14,Advent Calendar 2010 City (Day 13) Toy Fire Truck,2010,220,15
2824-20,Advent Calendar 2010 City (Day 19) Toy Train Car Red,2010,220,15
2824-22,Advent Calendar 2010 City (Day 21) Toy Train Car Yellow,2010,220,15
2824-5,Advent Calendar 2010 City (Day 4) Toy Crane,2010,220,15
30072-1,Woody's Camp Out,2010,275,15
4599605-1,Easter Chicks,2010,229,15
7137-1,Piraka,2010,345,15
852820-1,Minifig Display Box,2010,501,15
852995-1,{Ducks},2010,301,15
2824-13,Advent Calendar 2010 City (Day 12) Sled with Wood and Axe,2010,220,14
5654-1,Fishing Trip,2010,632,14
8517-1,Humungousaur,2010,270,14
852843-1,Star Wars Magnet Set,2010,501,14
2824-12,Advent Calendar 2010 City (Day 11) Fireplace,2010,220,13
2824-16,Advent Calendar 2010 City (Day 15) Table with Chairs and Lamp,2010,220,13
5658-1,Pizza Planet Truck,2010,633,13
8073-1,Manta Warrior,2010,315,13
5644-1,Chicken Coop,2010,643,12
5647-1,Big Tractor,2010,643,12
9688-1,Renewable Energy Add-On Set,2010,532,12
2824-10,Advent Calendar 2010 City (Day 9) Toy Airplane,2010,220,11
2824-2,Advent Calendar 2010 City (Day 1) Snowman with Broom,2010,220,11
5813-1,Lightning McQueen,2010,506,11
2824-4,Advent Calendar 2010 City (Day 3) Skateboard with Ramp and Railing,2010,220,10
2824-6,Advent Calendar 2010 City (Day 5) Drum Set,2010,220,10
2824-8,Advent Calendar 2010 City (Day 7) Piano / Organ,2010,220,10
5651-1,Dump Truck,2010,642,10
2824-17,Advent Calendar 2010 City (Day 16) Couch / Sofa,2010,220,9
2824-18,Advent Calendar 2010 City (Day 17) Shower Stall,2010,220,9
5645-1,Farm Bike,2010,643,9
5646-1,Farm Nursery,2010,643,9
5650-1,Front Loader,2010,642,9
8683-15,Deep Sea Diver - Complete Set,2010,536,9
8684-1,Mariachi / Maraca Man - Complete Set,2010,537,9
8684-12,Skier - Complete Set,2010,537,9
9781409308041-1,LEGO City Fire Rescue!,2010,497,9
2855028-1,Exclusive Spaceman Magnet,2010,501,8
8683-1,Tribal Hunter - Complete Set,2010,536,8
8683-13,Spaceman - Complete Set,2010,536,8
8683-14,Forestman - Complete Set,2010,536,8
8683-6,Skater - Complete Set,2010,536,8
8684-10,Weightlifter - Complete Set,2010,537,8
8684-2,Spartan Warrior - Complete Set,2010,537,8
2824-23,Advent Calendar 2010 City (Day 22) Toy Helicopter,2010,220,7
2824-9,Advent Calendar 2010 City (Day 8) Dog with Bowl and Sausage,2010,220,7
8683-11,Nurse - Complete Set,2010,536,7
8683-16,Cowboy - Complete Set,2010,536,7
8683-2,Cheerleader - Complete Set,2010,536,7
8683-9,Magician - Complete Set,2010,536,7
8684-5,Vampire - Complete Set,2010,537,7
8684-6,Traffic Cop - Complete Set,2010,537,7
8684-7,Explorer - Complete Set,2010,537,7
8684-9,Mime - Complete Set,2010,537,7
lwp03-1,LEGO World Denmark Puzzle Promo 2010,2010,301,7
2824-19,Advent Calendar 2010 City (Day 18) Santa Claus (almost Naked) with Brush,2010,220,6
8683-12,Ninja - Complete Set,2010,536,6
8683-3,Caveman - Complete Set,2010,536,6
8683-4,Circus Clown - Complete Set,2010,536,6
8683-5,Zombie - Complete Set,2010,536,6
8683-7,Robot - Complete Set,2010,536,6
8683-8,Demolition Dummy - Complete Set,2010,536,6
8684-11,Pop Star - Complete Set,2010,537,6
8684-13,Disco Dude - Complete Set,2010,537,6
8684-14,Karate Master - Complete Set,2010,537,6
8684-15,Surfer - Complete Set,2010,537,6
8684-16,Pharaoh - Complete Set,2010,537,6
8684-3,Circus Ringmaster - Complete Set,2010,537,6
8684-4,Witch - Complete Set,2010,537,6
8684-8,Lifeguard - Complete Set,2010,537,6
2824-11,Advent Calendar 2010 City (Day 10) Man with Suitcase,2010,220,5
2824-15,Advent Calendar 2010 City (Day 14) Woman with Bread,2010,220,5
2824-3,Advent Calendar 2010 City (Day 2) Boy with Sword,2010,220,5
2824-7,Advent Calendar 2010 City (Day 6) Girl with Cat,2010,220,5
2853835-1,White Boba Fett Figure,2010,158,5
2853944-1,Astronaut,2010,535,5
8683-10,Super Wrestler - Complete Set,2010,536,5
30060-1,Farm Set Polybag - Farmer,2010,643,4
30060-2,Farm Set Polybag - Dog,2010,643,4
30060-3,Farm Set Polybag - Sheep,2010,643,4
30060-4,Farm Set Polybag - Horse,2010,643,4
30060-5,Farm Set Polybag - Cow,2010,643,4
30063-1,Vet - Cat,2010,632,4
30063-2,Vet - Vet,2010,632,4
30063-3,Vet - Boy,2010,632,4
30063-4,Vet - Rabbit,2010,632,4
30063-5,Vet - Dog,2010,632,4
5643-1,Little Piggy,2010,643,4
66359-1,Technic Super Pack 4 in 1 (8049 8259 8260 8293),2010,1,4
66362-1,City Super Pack 4 in 1 (3177 3179 8401 8402),2010,52,4
66363-1,City Super Pack 4 in 1 (7235 7236 7245 7741),2010,61,4
66365-1,Atlantis Super Pack 4 in 1 (8057 8058 8059 8080),2010,315,4
66374-1,City Super Pack 4 in 1 (7895 7896 7937 7939),2010,233,4
66405-1,City Super Pack 4 in 1 (7939 7937 7499 7895),2010,233,4
852911-1,Court Jester Key Chain,2010,503,4
852996-1,Lego Club Max,2010,535,4
852998-1,Birthday Party Kit,2010,501,4
66341-1,Star Wars Super Pack 3 in 1 (8014 8015 8091),2010,165,3
66358-1,City Super Pack 3 in 1 (7634 7635 7684),2010,57,3
66364-1,Star Wars Super Pack 3 in 1 (7749 8083 8084),2010,169,3
66366-1,Star Wars Super Pack  3 in 1 (8089 8083 7749),2010,169,3
66368-1,Star Wars Super Pack 3 in 1 (8083 8084 8092),2010,169,3
620-3,Blue Building Plate 32 x 32,2010,48,1
9667-1,Solar Panel,2010,532,1
9668-1,Energy Display,2010,532,1
9669-1,Electric Battery Box 9V 150 mAh (Rechargeable),2010,532,1
9670-1,E-Motor with Gear Reduction Ratio 9.5 : 1,2010,532,1
9693-1,"Rechargeable Battery for Lego Mindstorms NXT, DC plug",2010,259,1
9694-1,NXT Color Sensor,2010,259,1
NMS1035-1,NXT Magnetic Sensor,2010,259,1
2855127-1,LEGO Harry Potter: Years 1-4 Video Game,2010,501,0
2856080-1,Storm Trooper Minifigure Clock,2010,501,0
2856081-1,LEGO® Star Wars™ Darth Vader Minifigure Clock,2010,501,0
66311-1,LEGO Creative Value Pack (TRU Exclusive),2010,37,0
66342-1,City Super Pack 3 in 1 (7213 7241 7942),2010,58,0
66344-1,Duplo Super Pack 4 in 1,2010,643,0
66345-1,City Super Pack 4 in 1 (3177 7241 7634 7638),2010,52,0
66357-1,City Super Pack 4 in 1 (7208 7239 7241 7942),2010,58,0
66360-1,City Super Pack 4 in 1 (7207 7213 7241 7942),2010,58,0
66367-1,Farm Super Pack 3 in 1,2010,643,0
66373-1,Fun Favor Pack,2010,22,0
852771-1,Minifigure Ice Cube Tray,2010,501,0
852774-1,Shark Warrior Key Chain,2010,503,0
852815-1,White Spaceman Key Chain,2010,503,0
852837-1,C-3PO Key Chain,2010,503,0
852838-1,Wicket Key Chain,2010,501,0
852842-1,Biker Scout Key Chain,2010,503,0
852848-1,Woody Key Chain,2010,503,0
852856-1,LEGO Club Max Key Chain,2010,503,0
852858-1,Foldable red shopping bag,2010,501,0
852950-1,Alien Key Chain,2010,503,0
852979-1,Albus Dumbledore Key Chain,2010,503,0
852980-1,Se verus Snape Key Chain,2010,503,0
852981-1,Dobby Key Chain,2010,503,0
852982-1,Harry Potter Magnet Set,2010,501,0
852983-1,Harry Potter Magnet Set,2010,501,0
852985-1,Duck Key Chain,2010,503,0
852986-1,Crocodile Key Chain,2010,503,0
852987-1,Penguin Key Chain,2010,501,0
852997-1,LEGO 2011 US Calendar,2010,501,0
8683-0,Minifigure Series 1 [Random Bag],2010,536,0
8684-0,Minifigure Series 2 [Random Bag],2010,537,0
8785452-1,MUJI Transparent Set,2010,301,0
8785490-1,MUJI Animals Set,2010,301,0
8785506-1,MUJI Colour Paper Pad and Perforation Grid,2010,301,0
D100340-1,LogIT Sensor Adapter,2010,259,0
LADYBIRD2-1,The Quest For The Lost City Activity Book,2010,497,0
MS1032-1,Infrared Receiver Sensor for Mindstorms NXT,2010,259,0
10221-1,Super Star Destroyer,2011,174,3151
21010-1,Robie House,2011,252,2276
9697-1,Food Factor,2011,398,2115
8110-1,Unimog U400,2011,5,2048
10218-1,Pet Shop,2011,155,2034
10217-1,Diagon Alley,2011,246,2031
9594-1,Green City,2011,518,1356
10220-1,Volkswagen T1 Camper Van,2011,673,1333
8070-1,Supercar,2011,1,1280
7965-1,Millennium Falcon,2011,169,1253
10219-1,Maersk Container Train,2011,240,1232
10231-1,Shuttle Expedition,2011,276,1230
2507-1,Fire Temple,2011,435,1175
8109-1,Flatbed Truck,2011,5,1114
